market_cap_rank,name,current_price,high_24h,low_24h,total_supply,circulating_supply,fully_diluted_valuation
2789,BlockGames,0.0026,0.00354085,0.0025739,1000000000.0,679322823.0,2584687
2790,Bifrost Voucher MANTA,0.2898,0.376074,0.281148,6064502.443007001,6064502.443007001,1755313
2791,Numogram,0.0018,0.00181836,0.00170445,1000000000.0,1000000000.0,1748613
2792,BitBonk,0.0,None,None,700000000000.0,300000000000.0,4074061
2793,nuco.cloud,0.0502,0.050341,0.04951046,50000000.0,34777133.65575139,2509327
2794,Thetanuts Finance,0.0016,0.00169779,0.0016417,10000000000.0,1055392499.99,16496719
2795,Threshold USD,0.994,0.994904,0.993658,201786273.1110646,1751415.8627691378,200565727
2796,Paribus,0.0002,0.00025923,0.00022275,9282289336.283747,7381925302.118747,2186071
2797,PEPO,0.0017,0.00184143,0.00170284,997836027.652292,997836027.652292,1735995
2798,Beets Staked Sonic,0.4848,0.512155,0.465681,3579745.9324807893,3579745.9324807893,1735302
2799,Stargate Bridged USDC (Vana),1.0,1.01,0.985805,1733781.605605,1733781.605605,1733777
2800,TANUKI•WISDOM (Runes),0.0058,0.0059043,0.00570279,300000000.0,300000000.0,1730503
2801,Bridged USD Coin (IoTeX),1.019,1.049,0.950132,1698556.869872,1698556.869872,1729481
2802,Conwai,0.0022,None,None,10000000000.0,800000000.0,21591012
2803,Shytoshi Kusama,0.0035,0.00375925,0.00345065,499966282.661888,499966282.661888,1726799
2804,SroomAI DAO,0.0015,0.00161667,0.0014618,1100000000.0,1100000000.0,1726543
2805,Loop ETH,2308.12,None,None,910.0672169024829,910.0672169024829,2100544
2806,Kudai,0.0,1.725e-05,1.638e-05,100000000000.0,100000000000.0,1715346
2807,Build On BNB,0.0,4.364e-09,3.793e-09,420690000000000.0,420690000000000.0,1715013
2808,Biconomy Exchange Token,0.0,5.96e-06,5.36e-06,609805722708.5363,287423863917.5226,3634798
2809,Bridged USDC (Core),0.9989,1.006,0.992913,1712390.241145,1712390.241145,1712907
2812,Merchant,0.0289,0.02956752,0.02783994,92498215.93347044,59179196.04027557,2674561
2810,Byte,0.0,2.08e-06,1.68e-06,964467033476.8313,964467033476.8313,1710063
2811,Ridotto,0.0054,0.00545402,0.00539853,500000000.0,314754350.4099496,2716467
2813,governance ZIL,3.05,3.04,3.04,722700.0,559969.0955408541,2205116
2814,Laika AI,0.004,0.00430409,0.00373335,999999978.0,428234949.9723,3984389
2815,Midas mBTC,84772.0,84994.0,82657.0,20.150490434648045,20.150490434648045,1706159
2816,GUMMY,0.0021,0.00240504,0.0016054,792624620.639849,792624620.639849,1704782
2817,BigShortBets,0.3006,0.307343,0.296413,29854323.077543378,5664710.478934793,8973945
2818,Taboo,0.0002,0.0001901,0.00017171,9782678080.0,9782678080.0,1701502
2819,Neoxa,0.0002,0.00025474,0.0002262,7434848908.127388,7420408908.127388,1704808
2820,Sommelier,0.0054,0.00546118,0.0053095,500000000.0,315532003.0,2693636
2821,Carnomaly,0.001,0.00131775,0.00089164,1750000000.0,1750000000.0,1699062
2822,Chasm,0.017,0.01701107,0.0142813,1000000000.0,100000000.0,16981918
2823,Max on ETH,0.0,1.73e-06,1.64e-06,1000000000000.0,1000000000000.0,1696677
2824,Catcoin,0.1131,0.133982,0.112241,21000000.0,15006724.97599,2373127
2825,Steakhouse USDC (Base) Morpho Vault,1.039,1.041,1.039,1631561.0,1631561.0,1695602
2826,OPX LIVE,0.0017,0.00185857,0.00163277,999999998.21,999999998.21,1693174
2827,Commune AI,0.024,0.02425528,0.02315896,1000000000.0,70394483.09771515,24021368
2828,SuiAI,0.0017,0.00179315,0.00157275,1000000000.0,1000000000.0,1690959
2829,BabyBonk,0.0,4.021e-12,3.843e-12,4.2e+17,4.2e+17,1685740
2830,Sphynx Labs,0.0011,0.00113227,0.001091,1500000000.0,1500000000.0,1682251
2831,Quantum Biology DAO,0.0089,0.00904333,0.00859876,430000000.0,189950886.45494175,3807493
2832,Magic Square,0.0083,0.00861145,0.0078834,999933534.7640387,194901239.25994095,8626067
2834,BSCPAD,0.0212,0.02117016,0.02022894,175600000.0,79211621.07910761,3715816
2833,TEH EPIK DUCK,0.002,0.00206171,0.00192069,846671664.01,846671664.01,1675547
2835,MetaFight Token,0.018,0.01819533,0.01773229,100000000.0,93578742.53047787,1789879
2836,Electron (ARC-20),0.0018,0.00179987,0.00172972,930277117.0,930277117.0,1673347
2837,Reflexer Ungovernance,2.0,2.0,1.9,972622.2961293116,838521.5662557496,1940048
2838,Wolf of Wall Street,0.0019,0.00220091,0.00191138,1000000000.0,873368108.7386099,1913695
2839,POM,0.002,0.00232661,0.00193511,833285213.4721792,833285213.4721792,1671355
2840,ScPrime,0.0298,0.03517918,0.0298214,55976215.0,55976215.0,1669289
2845,KARAT Galaxy,0.0182,0.01844956,0.01742342,91615207.15966411,91615207.15966411,1669037
2841,Let's Farty,0.0017,0.00169528,0.00163023,999996584.988553,999996584.988553,1668952
2842,Slam,0.1134,None,None,754997597856.0,345525634864.5933,79250695367
2843,Rome,11.32,11.38,10.65,147387.275298892,147387.275298892,1667782
2844,Crashout,0.0017,0.00194637,0.00166766,999991598.209321,999991598.209321,1667645
2846,Spore,0.0017,0.00186236,0.00163227,999975118.657774,999975118.657774,1665251
2848,WigoSwap,0.0009,None,None,1794641830.118922,1794590926.189336,1661820
2849,Shark Cat,0.0017,0.00174318,0.001661,990287242.215082,990287242.215082,1661007
2850,Happy Cat,0.0005,0.00053951,0.00048647,3333333333.0,3333333333.0,1657931
2851,Chirpley,0.0023,0.00249007,0.00200006,1000000000.0,713962932.3289846,2316577
2847,PureFi,0.0181,0.01910351,0.01772442,100000000.0,91507773.54360339,1805923
2852,PINO,0.0017,0.0017419,0.00160597,989761680.33,989761680.33,1649524
2853,Landwolf,0.0,5.09e-06,4.9e-06,325001477120.0,325001477120.0,1649261
2854,Onooks,0.1469,0.147962,0.144183,12000000.0,11221615.478748241,1763027
2855,Kitsune,0.0017,0.00167011,0.00141673,999973631.463223,999973631.463223,1647941
2856,Bonzo Finance,0.0263,0.02815846,0.02556609,400000000.0,62378865.2290595,10526050
2857,DuckChain Bridged USDT (DuckChain),1.65,1.9,1.44,1000090.0,1000090.0,1640474
2858,LandWolf,0.0002,0.00018075,0.00016115,9999606085.859278,9999606085.859278,1640413
2859,H2 Finance,0.0023,0.00244251,0.00224749,7416403445.22286,706162705.22286,17227746
2860,Musk It,0.0016,0.00183617,0.00137098,999980851.42734,999980851.42734,1639679
2861,LEGIT,0.0017,0.00168542,0.00159696,988653143.865164,988653143.865164,1636168
2862,HAVAH,0.0017,0.00170091,0.00167038,10000000000.0,973870659.885472,16796235
2863,Based Froc,0.0,1.641e-05,1.471e-05,100000000000.0,100000000000.0,1634480
2864,Synatra Staked USDC,1.32,1.32,1.31,1242706.0,1242706.0,1634338
2865,BOB Network Bridged USDT (BOB Network),1.0,1.007,0.989663,1633876.439313,1633876.439313,1634056
2869,Based Chad,0.0,2.709e-05,2.315e-05,69420000000.0,69420000000.0,1631490
2866,RIKO,0.0029,0.00296598,0.00282083,1000000000.0,574208071.0,2841275
2867,Peng,0.0163,0.01654419,0.01556162,99999960.5,99999960.5,1630551
2868,PsyDAO,0.0441,0.04530425,0.0431332,102334155.0,36958207.106477834,4510933
2870,SAYCOIN,0.0012,0.0013469,0.00107955,5000000000.0,1325445411.3878179,6142592
2871,Kimbo,0.0,2.479e-05,2.321e-05,69420000000.0,69420000000.0,1625423
2872,Forkast,0.003,0.00317661,0.00292896,1000000000.0,535901423.1205,3024588
2873,Optimus AI,0.0162,0.01642271,0.01540827,100000000.0,100000000.0,1620539
2874,Tx24,0.0287,0.03303823,0.02315378,200000000.0,56333333.3,5749954
2875,NanoByte,0.0013,0.00249953,0.00119588,9980050000.0,1289900928.3212829,12528556
2876,LEO,0.0002,0.00017086,0.00015824,10000000000.0,9500000000.0,1701912
2878,TN100x,0.0003,0.00026412,0.00022647,9683375401.189474,6195613028.133243,2523129
2877,Stash Inu,0.0002,0.00017188,0.00016275,9399875885.18,9399875885.18,1613271
2879,Strategic Bitcoin Reserve,0.0767,0.082748,0.072347,21042069.0,21042069.0,1610556
2880,GYAT Coin,0.0016,0.00170224,0.00160161,999988613.0,999988613.0,1610482
2881,Brewlabs,0.081,0.081439,0.07787,19882233.24536576,19876233.24536576,1610623
2882,Plebbit,0.0,1.08e-06,9.47822e-07,1494065210287.886,1494065210287.886,1609224
2883,FARCANA,0.0013,0.00137384,0.00123985,5000000000.0,1244345951.9056654,6463451
2884,Mancium,0.1609,0.177732,0.13142,100000000.0,10000000.0,16085328
2885,Nexus,0.0201,0.02011346,0.01977095,80095039.885983,80095039.885983,1607403
2886,Rebel Cars,0.0077,0.00845367,0.00718896,1000000000.0,215800398.0,7432891
2887,DREAM,0.0016,0.00164735,0.00142541,996902801.2922381,996902801.2922381,1600872
2888,Homebrew Robotics Club,0.0023,0.00282915,0.00201853,999956928.835168,711910678.835168,2244898
2889,FlowX Finance,0.3915,0.415466,0.376079,10000000.0,4081611.0,3915193
2890,ritestream,0.0088,0.00878475,0.00785237,1000000000.0,181852166.6643024,8781305
2891,DOK,0.0016,0.00162661,0.00157655,998000000.0,998000000.0,1596850
2892,Wall Street Memes,0.0008,0.00088699,0.00082484,2000000000.0,1882033073.7532983,1695757
2893,MicrovisionChain,0.2738,0.269303,0.236203,21000000.0,5918341.0,5661913
2894,YAPSTER,0.0017,0.00184966,0.00174179,915529080.2455869,915529080.2455869,1594178
2895,Woof,0.0034,0.00364681,0.00339349,1000000000.0,469432028.0,3393741
2896,dTRINITY USD,0.9943,1.003,0.985704,1604281.0,1604281.0,1592756
2900,Jeo Boden,0.0023,0.00233798,0.00223293,690325163.0,690325163.0,1591073
2897,Bazed Games,0.0208,0.02080578,0.01961972,76469676.92117779,76469676.92117779,1591011
2898,CryoDAO,0.5324,0.535224,0.518041,4422687.04456272,2987650.260802274,2354502
2899,Reddcoin,0.0,4.933e-05,4.194e-05,33237764697.84665,33235057594.89092,1589946
2901,Idexo,0.0198,0.0199092,0.01972112,100000000.0,80005903.0,1981386
2902,Common Wealth,0.0041,0.0042463,0.00406234,985024064.9224021,386861667.18,4035507
2904,Chickencoin,0.0,2.428e-08,2.2293e-08,69000000000000.0,69000000000000.0,1583114
2903,Kima Network,0.0838,0.084046,0.079208,210000000.0,18904628.232777268,17577762
2905,Print Protocol,0.0002,0.00016076,0.00015239,9951291924.583614,9951291924.583614,1579249
2906,XELS,0.0805,0.081071,0.080088,21000000.0,19588304.60982812,1692488
2907,Injective Quants,0.0026,0.00269557,0.00253311,604886557.0,604886557.0,1573639
2908,Chudjak,0.0017,0.00171932,0.0016152,926934675.1,926934675.1,1571030
2909,Salvium,0.0537,0.057641,0.052439,51549109.52943291,29241597.12634175,2767738
2910,Nucleon xCFX,0.1004,0.100924,0.097916,15639747.68777658,15639747.68777658,1569556
2911,Saakuru,0.0022,0.00230951,0.00218555,998676898.754,702342123.678902,2230569
2912,Habibi (Sol),0.0016,0.0016654,0.00155478,999910453.0,999910453.0,1567158
2937,QnA3.AI,0.0025,0.00342792,0.00238541,1000000000.0,630763830.0,2482634
2913,Buttcoin,0.0016,0.00161516,0.00136013,998901829.137204,998901829.137204,1565725
2914,Reddio Vault Ethereum,1725.74,1737.38,1691.41,906.1690787623946,906.1690787623946,1563815
2915,Raini Studios Token,0.0028,0.00317509,0.00275812,919281602.0,565016562.0,2542703
2916,Rubidium,0.0336,0.03503137,0.02682349,1000000000.0,46524327.0,33562466
2917,Tortuga Staked Aptos,5.93,6.01,5.67,263360.73853527,263360.73853527,1560539
2918,Rainbow Bridged USDT (Aurora),1.001,1.007,0.992766,1557029.938369,1557029.938369,1559693
2919,DOLA Borrowing Right,0.1016,0.108493,0.101635,32097626.47157426,15341895.403380748,3262233
2920,OAX,0.0262,0.03545774,0.01595721,100000000.0,55794024.48617065,2791574
2921,Digital Fitness,0.0507,0.050935,0.04854201,50000000.0,30672498.577184,2534541
2922,Casper AI,0.0015,0.00165784,0.00146596,1257857144.0,1026473623.8,1903452
2923,Neos Credits,0.0382,0.0382055,0.0374636,50000000.0,40654724.150575124,1910275
2924,Sekuya Multiverse,0.0044,0.00453069,0.0043088,1000000000.0,354771531.6903609,4373645
2925,encryptSIM,0.0016,0.00155036,0.00112086,1000000000.0,1000000000.0,1550365
2926,Particl,0.1043,0.104724,0.09438,14830608.26683443,14830408.78161472,1550222
2927,AssetMantle,0.0008,0.00077854,0.00073316,2061648289.551966,2049926141.060206,1554510
2929,Naked Jim,0.0015,0.00163998,0.00149762,999911228.890548,999911228.890548,1545668
2928,Celer Bridged WETH (Conflux),1845.67,1845.89,1782.7,833.8012412223876,833.8012412223876,1539104
2934,Kitten Haimer,0.0285,0.02839147,0.02691564,54000000.0,54000000.0,1538851
2930,sudoswap,0.0605,0.062749,0.059936,58056418.77361723,25399632.77361723,3510836
2931,PLYR L1,0.0175,0.01839062,0.01629311,749992297.5768915,88505072.16783859,12997254
2932,PIZA (Ordinals),0.073,0.078758,0.068361,21000000.0,21000000.0,1532337
2936,Shutter,0.0064,0.00660177,0.00575255,1000000000.0,239797815.8963979,6388428
2933,4,0.0004,0.00039349,0.00037824,4000000000.0,4000000000.0,1530858
2935,Dust Protocol,0.046,0.04821977,0.04436392,33297819.0,33297819.0,1529660
2938,toly's minutes,15.22,17.77,13.77,99985.629366,99985.629366,1521399
2939,UpOnly,0.0096,0.010126,0.00842046,160000000.0,160000000.0,1520911
2940,XAYA,0.0264,0.02752072,0.02540938,77303932.0,57605492.9624409,2040897
2941,Mantis,0.0153,0.0153466,0.01481828,100000000.0,100000000.0,1520740
2942,Fractal,0.0001,0.00013192,0.00012894,21000000000.0,11591113216.19048,2753100
2943,mStable Governance: Meta,0.0303,0.03054252,0.02992557,87591776.44618009,49953228.94014872,2656971
2944,Game Meteor Coin,0.0004,0.00048703,0.0003498,99578126379.55922,3935822784.88985,38253203
2945,lou,0.0015,0.00152561,0.00137032,999944310.686447,999944310.686447,1511772
2946,FXN,0.0017,0.00169772,0.00150452,999973598.275349,899992672.530852,1679195
2950,Yel.Finance,0.0054,0.00545495,0.00515539,280739085.0,280739085.0,1510895
2947,Mner Club,1.84,1.89,1.81,915910.0,820341.4970142785,1685460
2948,Waterfall,0.0006,0.00066595,0.00061791,25282063549.17949,2404374143.769082,15867503
2949,Redacted,63.17,63.22,56.22,23886.72297554198,23886.72297554198,1508727
2951,Dynamic Crypto Index,10066.25,10093.91,9761.56,150.0,150.0,1507986
2952,LABEL AI,0.0013,0.00135527,0.00130348,3000000000.0,1141369062.47,3959812
2953,BENJAMIN,0.0032,0.00349193,0.00215226,1000000000.0,468143464.91422755,3217007
2954,Camille,0.072,0.075084,0.069636,21000000.0,21000000.0,1505079
2955,Orbofi AI,0.0018,0.00179154,0.00173544,2000000000.0,839172800.0,3587014
2956,DogeFather,0.0015,0.00168701,0.00135258,1000000000.0,1000000000.0,1505062
2957,MEMENTO•MORI (Runes),0.015,0.01813555,0.01490499,100000000.0,100000000.0,1504675
2958,Kinka,3118.15,3129.51,3079.6,482.0,482.0,1502947
2959,Tema,0.0015,0.00152901,0.00145888,999992926.111067,999992926.111067,1502536
2960,DeFi Land,0.0002,0.00021708,0.00020815,10000000000.0,7137303616.0,2102348
2961,Lisk Bridged USDC (Lisk),1.0,1.004,0.998194,1496857.094303,1496857.094303,1498250
2963,IXO,0.0173,0.01742202,0.01616437,126270000.0,86640000.0,2182382
2962,Vidya,0.0345,0.03503426,0.02927161,50000000.0,43432698.083699934,1723552
2964,Tetsuo Coin,0.0015,0.0015574,0.00137329,999998271.0,999998271.0,1491393
2965,FURI,0.0114,0.01179627,0.00990971,1000000000.0,131250000.0,11357322
2966,TracyAI by Virtuals,0.0023,0.0026478,0.00232287,999999448.039438,639315448.039438,2324249
2967,Tokeo,0.0279,0.02797016,0.02585835,100000000.0,53230161.0,2790424
2968,UX Chain,0.0003,0.00033488,0.00032151,12290000000.0,4432500000.0,4093699
2969,XDEFI,0.0113,0.0113831,0.00772827,240000000.0,130069827.18403608,2721716
2970,Fold,0.0013,0.00139261,0.00124583,2652000000.0,1126631998.0305858,3468998
2971,LYRA,0.0015,0.00158094,0.00143718,1000000000.0,1000000000.0,1473281
2972,Spheroid Universe,0.0006,None,None,2641171667.276434,2641171667.276434,1473147
2973,GoChain,0.0011,0.00164329,0.00098772,1303658033.0,1303285185.0,1471135
2974,Tune.Fm,0.0001,9.659e-05,8.575e-05,16000000000.0,15992053403.8258,1471409
2975,Xido Finance,0.0519,0.058236,0.051225,100000000.0,28314463.6406,5187348
2977,Carrot by Puffer,0.0909,0.095302,0.09058,100000000.0,16155158.857142856,9090807
2978,Flex perpetuals,2.81,2.81,2.75,5000000.0,523090.105340284,14021082
2976,Lossless,0.0214,0.0214164,0.02058954,100000000.0,68575369.34,2135902
2979,Allbridge,0.0732,0.07414,0.072672,96780127.0,20004523.1141632,7079789
2980,Tensorium,0.0015,0.00158473,0.00128461,999981843.549699,999981843.549699,1461406
2981,Gains,0.0271,0.02756743,0.02676545,100000000.0,53882438.23914735,2711289
2982,Dolos The Bully,0.0015,0.0015375,0.00145551,960527827.273988,960527827.273988,1457109
2994,Floppa Cat,0.0015,0.00145168,0.00132976,1000000000.0,1000000000.0,1456609
2983,xFUND,146.23,146.51,141.56,9971.0,9970.875,1456342
2984,Quantoz EURQ,1.078,1.094,1.076,5000000.0,1350265.0,5392293
2985,Foxify,0.1195,None,None,12185700.0,12185700.0,1456060
2986,Mars,0.0,3.54e-06,3.24e-06,420690000000.0,420690000000.0,1455905
2987,GameZone,0.0035,0.00348917,0.00336374,421550084.431341,421550084.431341,1454543
2988,myDid,0.0002,0.00018777,0.0001818,9940000000.0,7911306430.830085,1825782
2989,Gen Z Quant,0.0015,0.00187542,0.001416,999866244.96121,999866244.96121,1452999
2990,Gains Network USDC (Base),1.019,None,None,2128127.752083,2128127.752083,2168352
2992,MCH Coin,0.0395,0.03976496,0.03711196,37752534.0,36719647.0,1492523
2991,TypeAI,0.1528,0.156522,0.150453,10000000.0,9500000.0,1527739
2993,COMBO,0.0176,0.02049889,0.01616655,100000000.0,82380384.0,1760060
2995,Merkle Trade,0.0675,0.068481,0.065526,100000000.0,21429563.256478,6741170
2996,Simps,0.0014,0.00146263,0.00142901,1000000000.0,1000000000.0,1444148
2999,I love puppies,0.0,3.4507e-08,3.3188e-08,42069000000000.0,42069000000000.0,1444141
2997,DEUS Finance,10.19,10.34,9.99,302000.0,140179.1754294266,3110980
2998,NMKR,0.0008,0.00078356,0.00072298,10000000000.0,1886522614.119113,7648796
3000,WPAY,0.0851,0.087848,0.082416,10000000000.0,11919680.0,1204127016
3001,UnlockProtocolToken,0.0052,0.00522296,0.00504121,1000000000.0,275673862.5470963,5203276
3002,Simmi Token,0.0,1.447e-05,1.333e-05,99999999999.99998,99999999999.99998,1432665
3003,Dyordotcom,0.0033,0.00331839,0.00318468,430000000.0,430000000.0,1428389
3004,Veno ETH,1841.86,1855.65,1780.89,775.6977183559849,775.6977183559849,1428338
3005,Quan2um,0.0029,0.00294006,0.00280612,999997689.125623,499997691.469682,2854361
3006,YUKO,0.0014,None,None,1000000000.0,1000000000.0,1426795
3007,Lynex,0.0185,0.01862649,0.01767678,303516776.5727028,76996021.17425404,5611657
3008,HeadStarter,0.0076,0.00800074,0.00731631,2500000000.0,186731797.9305462,19049722
3009,SuiPad,0.0206,0.02151025,0.02014701,100000000.0,69050000.0,2060046
3011,Shieldeum,0.0098,0.01000069,0.00969934,1000000000.0,145273666.1371455,9782528
3010,Black Dragon,0.0,1.9526e-08,1.8105e-08,77596600000000.1,77596600000000.1,1420695
3012,Toad (SOL),0.0,3.414e-09,3.153e-09,420683973288005.25,420683973288005.25,1420535
3013,Zoo,0.0,5.69e-06,4.68e-06,264084737391.0,264084737391.0,1418834
3014,AGIXBT by Virtuals,0.0014,0.00159535,0.00135507,1000000000.0,1000000000.0,1418792
3015,3SPACE ART,0.0215,0.02236744,0.0206505,100000000.0,66024441.662959024,2147041
3016,MEME.ssi,0.4359,0.443197,0.422006,3242741.3889421,3242741.3889421,1413763
3017,MAIAR,0.0014,0.00175086,0.0014127,999980400.81,999980400.81,1412672
3018,Trog,0.0,3.75e-06,3.16e-06,420690000000.0,420690000000.0,1412281
3019,Polygon Hermez Bridged USDT (Polygon zkEVM),1.0,1.005,0.996606,1408454.780161,1408454.780161,1408669
3020,LockTrip,0.0853,0.085643,0.08472,18585933.0,16510836.604324786,1585679
3021,UNFK,0.0,1.5702e-08,1.5343e-08,89999744229245.7,89999744229245.7,1408463
3022,USK,0.8131,0.832291,0.783467,1731840.632001,1731840.632001,1408242
3023,FU,0.0,8.03e-06,7.74e-06,177206801908.6835,177206801908.6835,1406518
3024,Inter Stable Token,1.001,1.003,0.997189,1405609.521103,1405609.521103,1405471
3025,Kabila,0.0111,0.01208892,0.01063572,1000000000.0,125778063.9961379,11127501
3026,zkSwap Finance,0.0026,0.0026297,0.00248248,745434483.8699666,539555096.558299,1930782
3027,enqAI,0.0014,0.0016947,0.00126745,1000000000.0,990756563.6568215,1409800
3028,Andy BSC,0.0,1.5003e-08,1.2937e-08,100000000000000.0,100000000000000.0,1396060
3029,Chappyz,0.0002,0.00022789,0.00021505,10000000000.0,6422805014.608296,2173348
3030,SMOL,0.002,0.00203388,0.00194618,1000000000.0,687443654.1060503,2028325
3031,DTRXBT by Virtuals,0.0014,0.00149043,0.0013498,1000000000.0,999850000.0,1389449
3032,Litecoin Cash,0.0017,0.00264344,0.00163001,811392684.3334944,811391668.7084944,1388748
3033,Skyhash,0.0704,0.072606,0.06843,99000000.0,19717500.0,6970733
3034,HyperFly,0.0013,0.00134058,0.00115479,1199833778.0,1097127166.0,1517688
3035,Music by Virtuals,0.0014,0.00154938,0.00136667,997589005.9044687,997589005.9044687,1387451
3036,She Rises,0.0014,0.00143803,0.00130035,999993387.26,999993387.26,1385790
3037,Brainlet,0.0014,0.00143167,0.00133364,999822619.585219,999822619.585219,1385596
3038,bZx Protocol,0.0014,None,None,1030000000.0,980778382.6860623,1451581
3039,GALAXIS Token,0.0007,0.00066033,0.00063023,7500000000.0,2114310616.0,4893951
3040,NerveNetwork,0.0033,0.00329375,0.00320535,2100000000.0,419002564.9305406,6912101
3041,Delta Exchange,0.0146,0.01462431,0.0145749,500000000.0,94423793.64346012,7301690
3042,Probit,0.0498,0.050231,0.04832039,190000000.0,27670708.30644927,9462235
3043,Boosted LUSD,1.24,None,None,1099457.843320901,1099457.843320901,1365600
3044,Xerberus,0.0064,0.00661001,0.00600642,1000000000.0,213819164.97379,6433565
3045,Marso.Tech,0.0001,0.00020041,5.69e-05,14070000000.0,10538467926.0,1829706
3046,QUEEN POOIE,0.0006,0.00067942,0.00054665,2222222222.0,2222222222.0,1370267
3047,MYSO Token,0.0234,0.02869825,0.02340071,100000000.0,58481818.68181818,2342844
3048,PONGO,0.0,1.5405e-08,1.2792e-08,100000000000000.0,100000000000000.0,1369478
3049,Paysenger EGO,0.0068,0.00690781,0.00674088,323000000.0,200640190.2,2202051
3050,Carlo Acutis,0.0014,0.00168093,0.00108195,999368451.661222,999368451.661222,1366440
3051,Most Bridged USDC (Aleph Zero),1.003,1.017,0.987205,1365101.435,1365101.435,1366125
3052,SENATE,0.0112,0.01185726,0.01104914,163343062.058217,122137284.0137303,1826159
3055,ICPanda DAO,0.0017,0.00168451,0.00156846,1034818195.0,814818195.0,1731482
3053,The Nation Token,0.0,1.47e-06,1.32e-06,1000000000000.0,1000000000000.0,1362610
3056,AI INU,0.0031,0.00319083,0.00301468,1000000000.0,434942330.6920253,3130543
3054,BullDogito,0.0034,0.00341969,0.00327134,1098419530.3000228,398419530.2050724,3751041
3057,Ouroboros,0.0167,0.01841921,0.01620734,78937093.0808421,78937093.0808421,1358019
3058,TON FISH MEMECOIN,0.0,4.507e-09,4.092e-09,408623396192182.06,300793350000000.0,1843843
3059,Dedium,0.0271,0.02818805,0.02531014,250000000.0,50000001.0,6784843
3060,Warthog,0.163,0.168221,0.162039,8313306.0,8313306.0,1354782
3061,OSCAR,0.0015,0.00152759,0.00143738,894127310.1970738,894127310.1970738,1350322
3062,Hive Intelligence,0.0029,0.00293479,0.00286952,1000000000.0,460375000.0,2931593
3063,SpaceCatch,0.0372,0.03741914,0.0361605,100000000.0,36260494.0,3721794
3064,ZaichXBT,0.0013,0.00137663,0.00130825,1000000000.0,1000000000.0,1348046
3065,D-Drops,0.0077,0.00770025,0.0074316,335698404.0,175193442.11,2578876
3066,Treecle,0.0013,0.0016068,0.00125645,996547634.0,996547634.0,1345356
3067,BinaryX [OLD],0.5099,0.509864,0.509864,5994586.97,2637764.0,3056423
3068,Brillion,0.0072,0.00738258,0.00719524,1000000000.0,185885273.48155913,7209864
3069,Cosanta,4.71,4.72,4.68,284622.94999999,284622.94999999,1339772
3070,Trakx,0.0019,0.00196775,0.00184239,1000000000.0,714375221.46,1874847
3071,Rari Governance,0.1188,0.119168,0.11492,12485047.99443493,11255496.233072856,1481672
3072,Connect Financial,0.0534,0.053457,0.052697,108500000.0,25000000.0,5786160
3073,Dickbutt,0.0,1.344e-05,1.244e-05,100000000000.0,100000000000.0,1329873
3074,Treble,0.3303,0.336466,0.324791,42844396.0,4013365.6878096526,14183615
3075,TRONKEY,0.0013,0.0013282,0.00129652,1000000000.0,1000000000.0,1328204
3076,GEEQ,0.0242,0.02438164,0.02363207,100000000.0,54500000.0,2432126
3077,Joystream,0.0012,0.00145364,0.00124269,1082939150.0,1065792690.0,1346740
3082,Department of Gov Efficiency,0.1358,0.146846,0.127247,9898917.660955708,9898917.660955708,1325244
3078,Circuits of Value,0.0007,0.00075167,0.00071359,1784838483.907064,1784838483.907064,1322949
3079,Jester,1.33,None,None,995000.0,995000.0,1321218
3080,Red Kite,0.0093,0.0092636,0.00847991,200000000.0,142412137.6777362,1852000
3081,Project89,0.0013,0.00133311,0.00124372,999886522.883844,999886522.883844,1318655
3083,AirDAO,0.0002,0.00026715,0.0002429,6474785400.0,5336511086.0,1598397
3084,Morph AI,0.0131,0.01323018,0.01212222,100000000.0,100000000.0,1312922
3085,PirateCash,0.0207,0.02076822,0.02054551,105000000.0,63380442.0059985,2174183
3086,Obortech,0.0066,0.00671723,0.00641849,300000000.0,197500000.0,1992934
3087,Farting Unicorn,0.0015,0.00166501,0.00146086,899609362.600943,899609362.600943,1310384
3088,FATCAT,0.0014,0.00155355,0.00140457,999954359.418848,910770610.212481,1438071
3090,Help,14.39,14.4,14.38,300000.0,91001.27983096885,4316163
3089,Shiba Predator,0.0,2.184e-09,2.096e-09,599999999999999.0,599999999999999.0,1307809
3091,SMARDEX WRAPPED USDN,1.038,1.041,1.025,1258350.228619572,1258350.228619572,1305154
3092,CATBAT,0.0015,0.00163242,0.0014305,934804388.5965278,890704388.5965278,1368761
3093,Bird Dog,0.0,3.37e-06,2.85e-06,420690000000.0,420690000000.0,1304027
3094,Hydra,0.2015,0.202049,0.198644,None,6450506.84958925,None
3095,DEPIN,0.0014,0.00162766,0.00134001,1030461788.19,963466278.88,1392130.0
3096,Calaxy,0.0141,0.01483271,0.01346291,1000000000.0,92107139.723203,14111445.0
3097,peg-eUSD,0.6218,0.627692,0.558403,2087528.0,2087528.0,1299083.0
3098,Aria,0.0019,0.00187359,0.0016324,999909634.9846,699420711.51256,1857166.0
3100,Hund,0.0032,0.00325193,0.00312721,399995011.2624636,399995011.2624636,1298734.0
3099,Abstract Liquid Staked ETH,1838.59,1835.25,1764.6,707.7097289296734,707.7097289296734,1298546.0
3101,Atoll ETH (Sonic),1821.69,1830.39,1768.73,712.0,712.0,1297046.0
